total_entities,avg_attributes_per_entity,has_unstructured_data,nested_entities_count,max_cardinality_score,expected_read_write_ratio,is_realtime_essential,data_growth_rate_gb_month,db_type,normalization_form,indexing_strategy,sharding_key
1,232.0,1,258,1,5.782299999999999,1,14.729500000000002,document,denormalized,compound_index,not_required
1,10.0,1,10,1,11.8908,1,94.21849999999999,document,denormalized,compound_index,required
1,331.0,1,379,1,18.037300000000002,1,115.8815,document,denormalized,compound_index,required
1,10.0,1,10,1,5.7006000000000006,1,85.562,document,denormalized,compound_index,required
1,10.0,1,10,1,3.7207999999999997,1,27.098000000000003,document,denormalized,compound_index,not_required
1,137.0,1,169,1,11.0054,0,7.494,document,denormalized,compound_index,not_required
1,10.0,1,10,1,1.0,0,74.5565,document,denormalized,compound_index,required
1,7.0,1,8,1,17.7257,1,36.1605,document,denormalized,compound_index,required
1,10.0,1,10,1,8.4784,1,115.1855,document,denormalized,compound_index,required
1,58218.0,1,73824,1,5.8944,0,50.066,document,denormalized,compound_index,required
1,10.0,1,12,1,2.8791,0,124.6395,document,denormalized,compound_index,required
1,10.0,1,10,1,13.519100000000002,1,130.483,document,denormalized,compound_index,required
1,10.0,1,10,1,8.3872,0,40.612,document,denormalized,compound_index,required
1,363.0,1,489,1,7.878,1,52.125,document,denormalized,compound_index,required
1,10.0,1,14,1,7.3194,0,57.4755,document,denormalized,compound_index,required
1,10.0,1,10,1,2.3224,0,135.674,document,denormalized,compound_index,required
1,10.0,1,11,1,18.2881,1,127.496,document,denormalized,compound_index,required
1,15182.0,1,257421,1,6.6030999999999995,0,149.275,document,denormalized,compound_index,required
1,10.0,1,10,1,13.8402,1,27.895500000000002,document,denormalized,compound_index,not_required
1,10.0,1,10,1,12.390500000000001,1,13.4825,document,denormalized,compound_index,not_required
1,238.0,1,278,1,10.9503,1,115.693,document,denormalized,compound_index,required
1,61.0,1,209408,1,3.318,1,145.708,document,denormalized,compound_index,required
1,120.0,1,149,1,11.505099999999999,1,22.4435,document,denormalized,compound_index,not_required
1,10.0,1,11,1,17.7086,1,108.47200000000001,document,denormalized,compound_index,required
1,10.0,1,10,1,12.061800000000002,1,95.7845,document,denormalized,compound_index,required
1,107.0,1,133,1,9.2992,0,79.124,document,denormalized,compound_index,required
1,725.0,1,892,1,11.7692,1,142.953,document,denormalized,compound_index,required
1,15.0,0,15,1,4.777200000000001,1,5.9425,document,denormalized,compound_index,not_required
1,7.0,1,8,1,7.154100000000001,0,108.8055,document,denormalized,compound_index,required
1,87.0,1,108,1,13.2607,0,68.945,document,denormalized,compound_index,required
1,165.0,1,193,1,17.6668,1,8.3785,document,denormalized,compound_index,not_required
1,10.0,1,10,1,8.2941,1,44.933,document,denormalized,compound_index,required
1,6.0,0,6,1,18.7916,1,87.621,document,denormalized,compound_index,required
1,115.0,1,147,1,18.3432,1,23.6035,document,denormalized,compound_index,not_required
1,205.0,1,236,1,13.882000000000001,1,95.79899999999999,document,denormalized,compound_index,required
1,394.0,1,458,1,5.8811,0,89.97,document,denormalized,compound_index,required
1,10.0,1,10,1,4.5055,1,125.5385,document,denormalized,compound_index,required
1,85.0,1,107,1,14.3627,0,68.162,document,denormalized,compound_index,required
1,446.0,1,603,1,13.4336,1,127.2205,document,denormalized,compound_index,required
1,10.0,1,10,1,10.0459,1,131.382,document,denormalized,compound_index,required
1,10.0,1,10,1,14.3855,1,133.2525,document,denormalized,compound_index,required
1,7.0,1,8,1,19.9316,1,61.318000000000005,document,denormalized,compound_index,required
1,78.0,1,98,1,12.6261,1,62.681,document,denormalized,compound_index,required
1,148.0,1,183,1,8.166799999999999,0,40.6265,document,denormalized,compound_index,required
1,12.0,1,12,1,14.3627,1,19.065,document,denormalized,compound_index,not_required
1,10.0,1,10,1,17.1557,0,98.032,document,denormalized,compound_index,required
1,232.0,1,258,1,18.4078,0,51.1245,document,denormalized,compound_index,required
1,10.0,1,10,1,5.883,0,70.511,document,denormalized,compound_index,required
1,10.0,1,10,1,6.7456,1,63.0435,document,denormalized,compound_index,required
1,12.0,0,12,1,7.7868,0,106.78999999999999,document,denormalized,compound_index,required
1,10.0,1,11,1,8.448,0,47.5575,document,denormalized,compound_index,required
1,99.0,1,117,1,13.408900000000001,1,114.59100000000001,document,denormalized,compound_index,required
1,10.0,1,10,1,12.8123,0,25.488500000000002,document,denormalized,compound_index,not_required
1,8.0,1,9,1,1.9405000000000001,1,6.885,document,denormalized,compound_index,not_required
1,192.0,1,238,1,15.6908,0,128.7575,document,denormalized,compound_index,required
1,552.0,1,662,1,18.6605,1,98.88749999999999,document,denormalized,compound_index,required
1,10.0,1,10,1,3.1812,1,6.479,document,denormalized,compound_index,not_required
1,10.0,1,10,1,18.2425,1,16.745,document,denormalized,compound_index,not_required
1,10.0,1,10,1,11.1555,0,38.6835,document,denormalized,compound_index,required
1,242.0,1,269,1,11.429100000000002,0,20.268500000000003,document,denormalized,compound_index,not_required
1,10.0,1,10,1,14.9745,1,25.807499999999997,document,denormalized,compound_index,not_required
1,392.0,1,497,1,14.2316,1,111.865,document,denormalized,compound_index,required
1,256.0,1,296,1,13.572299999999998,0,113.4455,document,denormalized,compound_index,required
1,7.0,1,8,1,12.2575,0,134.949,document,denormalized,compound_index,required
1,10.0,1,10,1,10.8078,0,124.7265,document,denormalized,compound_index,required
1,336.0,1,381,1,16.8061,0,115.04050000000001,document,denormalized,compound_index,required
1,930.0,1,34257,1,11.501299999999999,0,45.237500000000004,document,denormalized,compound_index,required
1,10.0,1,10,1,2.8658,0,44.237,document,denormalized,compound_index,required
1,10.0,1,10,1,14.7731,0,48.746500000000005,document,denormalized,compound_index,required
1,10.0,1,10,1,13.9846,1,34.1595,document,denormalized,compound_index,required
1,10.0,1,10,1,5.9115,1,21.4865,document,denormalized,compound_index,not_required
1,10.0,1,10,1,12.810400000000001,0,14.2655,document,denormalized,compound_index,not_required
1,10.0,1,10,1,14.414,1,22.8205,document,denormalized,compound_index,not_required
1,10.0,1,10,1,3.8461999999999996,1,100.91749999999999,document,denormalized,compound_index,required
1,242.0,1,269,1,13.080200000000001,1,44.411,document,denormalized,compound_index,required
1,10.0,1,10,1,16.238,1,12.061499999999999,document,denormalized,compound_index,not_required
1,104.0,1,119,1,5.8127,1,92.464,document,denormalized,compound_index,required
1,10.0,1,10,1,5.3244,1,146.665,document,denormalized,compound_index,required
1,18.0,1,22,1,2.4497,0,45.9335,document,denormalized,compound_index,required
1,10.0,1,10,1,16.7244,1,14.831,document,denormalized,compound_index,not_required
1,10.0,1,10,1,8.3796,1,82.952,document,denormalized,compound_index,required
1,72.0,1,84,1,19.378700000000002,1,28.6205,document,denormalized,compound_index,not_required
1,10.0,1,10,1,16.0176,0,130.048,document,denormalized,compound_index,required
1,502.0,1,626,1,1.5016,0,109.5305,document,denormalized,compound_index,required
1,10.0,1,11,1,8.3492,1,6.8125,document,denormalized,compound_index,not_required
1,7471.0,1,7850,1,15.2462,0,117.6795,document,denormalized,compound_index,required
1,450.0,1,548,1,18.6852,1,122.18900000000001,document,denormalized,compound_index,required
1,10.0,1,10,1,8.4157,1,46.150999999999996,document,denormalized,compound_index,required
1,10.0,1,10,1,8.5658,0,49.2105,document,denormalized,compound_index,required
1,10.0,1,10,1,2.5751,1,94.523,document,denormalized,compound_index,required
1,10.0,1,10,1,7.0629,1,79.61699999999999,document,denormalized,compound_index,required
1,63.0,1,79,1,13.8383,0,33.811499999999995,document,denormalized,compound_index,required
1,7.0,1,8,1,10.893300000000002,0,98.612,document,denormalized,compound_index,required
1,10.0,1,11,1,1.855,1,98.74249999999999,document,denormalized,compound_index,required
1,109.0,1,133,1,1.1159,0,18.325499999999998,document,denormalized,compound_index,not_required
1,10.0,1,10,1,5.6701999999999995,1,21.1965,document,denormalized,compound_index,not_required
1,10.0,1,10,1,15.3564,1,21.805500000000002,document,denormalized,compound_index,not_required
1,143.0,1,166,1,19.9639,1,86.76549999999999,document,denormalized,compound_index,required
1,1559.0,1,1609,1,16.5667,0,95.87150000000001,document,denormalized,compound_index,required
1,322.0,1,409,1,15.367799999999999,0,119.50649999999999,document,denormalized,compound_index,required
1,194281.0,1,228901,1,19.1184,1,42.932,document,denormalized,compound_index,required
1,10.0,1,10,1,17.9119,1,52.473000000000006,document,denormalized,compound_index,required
1,253.0,1,297,1,13.8136,0,31.9265,document,denormalized,compound_index,required
1,10.0,1,11,1,7.7032,0,47.919999999999995,document,denormalized,compound_index,required
1,10.0,1,10,1,7.935,0,62.985499999999995,document,denormalized,compound_index,required
1,8.0,1,9,1,1.1938,1,33.304,document,denormalized,compound_index,required
1,206.0,1,235,1,10.0706,1,94.03,document,denormalized,compound_index,required
1,10.0,1,13,1,18.8543,1,78.6745,document,denormalized,compound_index,required
1,64.0,1,70,1,16.287399999999998,1,23.212,document,denormalized,compound_index,not_required
1,10.0,1,10,1,5.579,0,135.732,document,denormalized,compound_index,required
1,7.0,1,8,1,15.721200000000001,1,115.60600000000001,document,denormalized,compound_index,required
1,274.0,1,371,1,2.6226000000000003,1,36.8565,document,denormalized,compound_index,required
1,10.0,1,10,1,17.5243,0,95.2045,document,denormalized,compound_index,required
1,7148.0,1,7967,1,9.9452,0,15.904,document,denormalized,compound_index,not_required
1,186.0,1,210,1,1.1596,1,128.9895,document,denormalized,compound_index,required
1,10.0,1,10,1,15.991000000000001,0,111.0095,document,denormalized,compound_index,required
1,10.0,1,10,1,10.112400000000001,0,93.653,document,denormalized,compound_index,required
1,10.0,1,10,1,15.706,1,90.44850000000001,document,denormalized,compound_index,required
1,192.0,1,247,1,17.8739,1,130.0045,document,denormalized,compound_index,required
1,10.0,1,10,1,19.4566,0,60.4045,document,denormalized,compound_index,required
1,303.0,1,345,1,12.312600000000002,1,66.1175,document,denormalized,compound_index,required
1,10.0,1,10,1,1.5091999999999999,1,43.830999999999996,document,denormalized,compound_index,required
1,10.0,1,20,1,19.9582,0,135.674,document,denormalized,compound_index,required
1,9.0,1,4724,1,19.9069,0,116.86749999999999,document,denormalized,compound_index,required
1,10.0,1,11,1,6.7836,1,143.417,document,denormalized,compound_index,required
1,10.0,1,10,1,13.2227,0,7.117,document,denormalized,compound_index,not_required
1,10.0,1,10,1,15.1246,0,108.066,document,denormalized,compound_index,required
1,3.0,0,3,1,17.492,1,126.365,document,denormalized,compound_index,required
1,15546.0,1,18941,1,9.3904,1,74.73049999999999,document,denormalized,compound_index,required
1,10.0,1,10,1,2.6872,0,85.80850000000001,document,denormalized,compound_index,required
1,246.0,1,290,1,1.6421999999999999,0,74.2375,document,denormalized,compound_index,required
1,104.0,1,127,1,6.1091,1,148.9125,document,denormalized,compound_index,required
1,10.0,1,10,1,8.1953,1,56.0255,document,denormalized,compound_index,required
1,10.0,1,10,1,6.4624999999999995,0,33.159000000000006,document,denormalized,compound_index,required
1,10.0,1,10,1,18.7517,1,137.327,document,denormalized,compound_index,required
1,10.0,1,10,1,3.1736,1,81.77749999999999,document,denormalized,compound_index,required
1,10.0,1,10,1,11.2847,1,39.3795,document,denormalized,compound_index,required
1,10.0,1,10,1,17.5813,1,56.794000000000004,document,denormalized,compound_index,required
1,10.0,1,11,1,2.4097999999999997,0,38.524,document,denormalized,compound_index,required
1,10.0,1,10,1,15.179699999999999,1,81.5745,document,denormalized,compound_index,required
1,152.0,1,178,1,8.219999999999999,1,18.775,document,denormalized,compound_index,not_required
1,10.0,1,10,1,2.2654,0,14.598999999999998,document,denormalized,compound_index,not_required
1,10.0,1,10,1,12.3164,1,26.547,document,denormalized,compound_index,not_required
1,229.0,1,267,1,16.1164,1,22.182499999999997,document,denormalized,compound_index,not_required
1,156.0,1,189,1,2.0868,0,62.304,document,denormalized,compound_index,required
1,182.0,1,218,1,7.6652000000000005,1,44.396499999999996,document,denormalized,compound_index,required
1,101.0,1,126,1,8.0357,0,17.499000000000002,document,denormalized,compound_index,not_required
1,535.0,1,707,1,3.1394,1,142.286,document,denormalized,compound_index,required
1,10.0,1,10,1,10.3765,1,73.353,document,denormalized,compound_index,required
1,10.0,1,10,1,17.7314,0,18.4415,document,denormalized,compound_index,not_required
1,7.0,1,8,1,7.3213,1,86.80900000000001,document,denormalized,compound_index,required
1,4.0,0,4,1,1.5434,1,114.33,document,denormalized,compound_index,required
1,155.0,1,181,1,10.0117,0,5.638,document,denormalized,compound_index,not_required
1,10.0,1,10,1,1.4237,1,11.336500000000001,document,denormalized,compound_index,not_required
1,62.0,1,72,1,11.260000000000002,1,75.0205,document,denormalized,compound_index,required
1,10.0,1,11,1,7.2624,1,36.03,document,denormalized,compound_index,required
1,3.0,0,3,1,11.716,1,47.804,document,denormalized,compound_index,required
1,10.0,1,10,1,11.767299999999999,1,10.089500000000001,document,denormalized,compound_index,not_required
1,28.0,0,28,1,2.5409,0,39.6405,document,denormalized,compound_index,required
1,10.0,1,10,1,16.6389,1,149.6665,document,denormalized,compound_index,required
1,81.0,1,100,1,17.9955,0,85.678,document,denormalized,compound_index,required
1,228.0,1,265,1,8.6152,0,28.896,document,denormalized,compound_index,not_required
1,609.0,1,659,1,17.089199999999998,0,89.89750000000001,document,denormalized,compound_index,required
1,222.0,1,260,1,14.089099999999998,1,11.148,document,denormalized,compound_index,not_required
1,76.0,1,93,1,14.0473,0,61.115,document,denormalized,compound_index,required
1,10.0,1,11,1,5.5828,0,146.114,document,denormalized,compound_index,required
1,10.0,1,10,1,10.538,0,107.80499999999999,document,denormalized,compound_index,required
1,10.0,1,13,1,9.6602,1,10.190999999999999,document,denormalized,compound_index,not_required
1,10.0,1,10,1,1.8037,1,101.5845,document,denormalized,compound_index,required
1,10.0,1,10,1,9.5386,1,141.48850000000002,document,denormalized,compound_index,required
1,10.0,1,10,1,15.2709,1,28.316,document,denormalized,compound_index,not_required
1,10.0,1,10,1,13.2835,1,19.877,document,denormalized,compound_index,not_required
1,10.0,1,10,1,8.708300000000001,0,37.4075,document,denormalized,compound_index,required
1,10.0,1,10,1,13.7053,1,121.377,document,denormalized,compound_index,required
1,92.0,1,104,1,19.4262,0,59.4185,document,denormalized,compound_index,required
1,10.0,1,10,1,8.1345,0,51.9075,document,denormalized,compound_index,required
1,82.0,1,98,1,1.2755,0,17.296,document,denormalized,compound_index,not_required
1,182.0,1,272,1,19.0576,1,62.767999999999994,document,denormalized,compound_index,required
1,10.0,1,10,1,7.6462,1,101.2075,document,denormalized,compound_index,required
1,79.0,1,95,1,14.6838,1,50.849,document,denormalized,compound_index,required
1,87.0,1,99,1,12.4969,0,71.1635,document,denormalized,compound_index,required
1,3760.0,1,37898,1,16.9923,1,90.72399999999999,document,denormalized,compound_index,required
1,71.0,1,80,1,16.4375,1,80.1245,document,denormalized,compound_index,required
1,10.0,1,10,1,18.7935,0,23.038,document,denormalized,compound_index,not_required
1,10.0,1,10,1,11.2676,1,11.220500000000001,document,denormalized,compound_index,not_required
1,10.0,1,13,1,2.2464000000000004,0,91.94200000000001,document,denormalized,compound_index,required
1,742.0,1,928,1,17.712400000000002,0,116.592,document,denormalized,compound_index,required
1,10.0,1,11,1,10.366999999999999,0,11.67,document,denormalized,compound_index,not_required
1,10.0,1,13,1,7.102799999999999,1,86.2435,document,denormalized,compound_index,required
1,10.0,1,10,1,4.4333,1,94.88550000000001,document,denormalized,compound_index,required
1,448.0,1,16354,1,8.8508,1,26.605,document,denormalized,compound_index,not_required
1,185.0,1,209,1,4.4295,0,97.771,document,denormalized,compound_index,required
1,1503.0,1,35003,1,5.522,1,46.789,document,denormalized,compound_index,required
1,10.0,1,10,1,19.401500000000002,1,58.8675,document,denormalized,compound_index,required
1,13.0,1,15,1,16.741500000000002,1,8.1755,document,denormalized,compound_index,not_required
1,10.0,1,10,1,14.6192,1,30.084999999999997,document,denormalized,compound_index,required
1,11.0,0,11,1,8.7102,1,133.1075,document,denormalized,compound_index,required
1,10.0,1,10,1,6.656300000000001,1,10.539,document,denormalized,compound_index,not_required
1,9.0,0,9,1,10.366999999999999,0,115.41749999999999,document,denormalized,compound_index,required
1,790.0,1,981,1,3.052,0,71.45349999999999,document,denormalized,compound_index,required
1,10.0,1,10,1,7.7564,0,68.32149999999999,document,denormalized,compound_index,required
1,244.0,1,319,1,4.2775,0,27.011,document,denormalized,compound_index,not_required
1,487.0,1,570,1,19.962,1,73.672,document,denormalized,compound_index,required
1,10.0,1,10,1,11.6913,0,139.7195,document,denormalized,compound_index,required
1,10.0,1,10,1,18.1646,0,95.85700000000001,document,denormalized,compound_index,required
1,10.0,1,10,1,11.6723,1,96.118,document,denormalized,compound_index,required
1,10.0,1,10,1,1.7353,1,112.98150000000001,document,denormalized,compound_index,required
1,785.0,1,923,1,13.3234,1,96.9735,document,denormalized,compound_index,required
1,10.0,1,11,1,17.3685,1,7.523,document,denormalized,compound_index,not_required
1,10.0,1,10,1,4.2414000000000005,1,14.9615,document,denormalized,compound_index,not_required
1,10.0,1,10,1,16.4603,1,124.393,document,denormalized,compound_index,required
1,330.0,1,369,1,10.494299999999999,0,52.473000000000006,document,denormalized,compound_index,required
1,10.0,1,10,1,5.6911000000000005,1,134.47050000000002,document,denormalized,compound_index,required
1,79.0,1,102,1,8.8945,0,62.6665,document,denormalized,compound_index,required
1,10.0,1,11,1,5.408,0,103.832,document,denormalized,compound_index,required
1,648.0,1,773,1,19.6884,1,99.1775,document,denormalized,compound_index,required
1,293.0,1,333,1,12.230899999999998,1,30.665,document,denormalized,compound_index,required
1,10.0,1,10,1,14.877600000000001,1,57.214499999999994,document,denormalized,compound_index,required
1,10.0,1,10,1,11.5089,1,96.43700000000001,document,denormalized,compound_index,required
1,10.0,1,10,1,10.6767,0,42.38099999999999,document,denormalized,compound_index,required
1,18222.0,1,518053,1,17.1462,0,137.182,document,denormalized,compound_index,required
1,10.0,1,10,1,10.9484,0,81.067,document,denormalized,compound_index,required
1,10.0,1,10,1,1.6175000000000002,1,136.51500000000001,document,denormalized,compound_index,required
1,10.0,1,10,1,1.1957,0,116.75150000000001,document,denormalized,compound_index,required
1,10.0,1,10,1,9.3885,1,135.4275,document,denormalized,compound_index,required
1,10.0,1,37,1,6.6943,1,118.419,document,denormalized,compound_index,required
1,177.0,1,204,1,11.2771,1,9.553,document,denormalized,compound_index,not_required
1,246.0,1,288,1,2.3737000000000004,0,13.091000000000001,document,denormalized,compound_index,not_required
1,180.0,1,211,1,7.0648,0,75.354,document,denormalized,compound_index,required
1,10.0,1,10,1,17.5813,0,20.834000000000003,document,denormalized,compound_index,not_required
1,1636.0,1,1852,1,12.158700000000001,1,14.091500000000002,document,denormalized,compound_index,not_required
1,10.0,1,10,1,13.2759,1,82.5315,document,denormalized,compound_index,required
1,91.0,1,106,1,9.804599999999999,1,31.404500000000002,document,denormalized,compound_index,required
1,98.0,1,114,1,18.2254,1,144.345,document,denormalized,compound_index,required
1,15.0,1,17,1,8.2029,1,100.613,document,denormalized,compound_index,required
1,10.0,1,11,1,5.7595,1,5.3045,document,denormalized,compound_index,not_required
1,10.0,1,10,1,18.2558,0,89.4915,document,denormalized,compound_index,required
1,92.0,1,5747,1,4.260400000000001,1,138.4725,document,denormalized,compound_index,required
1,10.0,1,10,1,2.5941,0,25.271,document,denormalized,compound_index,not_required
1,364.0,1,424,1,12.1283,0,116.99799999999999,document,denormalized,compound_index,required
1,10.0,1,10,1,1.3572,1,148.9705,document,denormalized,compound_index,required
1,4.0,0,4,1,15.5122,1,5.3335,document,denormalized,compound_index,not_required
1,10.0,1,11,1,5.4232000000000005,1,81.7195,document,denormalized,compound_index,required
1,652.0,1,800,1,12.230899999999998,1,132.48399999999998,document,denormalized,compound_index,required
1,10.0,1,10,1,15.535,0,45.2955,document,denormalized,compound_index,required
1,10.0,1,10,1,6.1243,1,65.465,document,denormalized,compound_index,required
1,10.0,1,14,1,5.5771,1,122.18900000000001,document,denormalized,compound_index,required
1,50994.0,1,239623,1,15.4286,1,144.0115,document,denormalized,compound_index,required
1,10.0,1,10,1,9.7267,1,62.463499999999996,document,denormalized,compound_index,required
1,200.0,1,248,1,5.9571000000000005,1,37.8135,document,denormalized,compound_index,required
